nbEval,fitness
1,60.2039451673198
2,47.49205089841215
3,47.62827117051479
4,51.979072923657874
5,47.44773066183184
6,48.004113698407465
7,49.55868356302568
8,48.43256596387789
9,47.750002985920155
10,47.96859346772079
11,52.40465287675717
12,46.834070107631426
13,46.457442033907796
14,48.72981177527036
15,47.60306065913361
16,49.41462424740582
17,47.940657843618375
18,50.07386934108488
19,48.50700535586273
20,48.56455389435558
21,49.45818281799899
22,47.738210111253835
23,48.24847326814626
24,48.88824861649356
25,49.21781314474426
26,50.32825119070959
27,51.7602103186846
28,47.044481297855896
29,48.37089542874567
30,49.28308344193501
31,50.340794235470135
32,49.594311692779165
33,49.90812170912306
34,48.85207501254908
35,49.16844388103869
36,48.63741227067853
37,49.62464924534101
38,46.132080357185814
39,48.99244530398653
40,48.62031688240668
41,46.85835921631975
42,49.47743212669683
43,47.24758056221098
44,49.07849730886303
45,48.684428725514245
46,49.48839391423565
47,50.67367843489069
48,48.225269211424404
49,49.451363600280025
50,48.73663684931198
51,47.90373294948374
52,51.92146989437722
53,45.64644432060743
54,51.1678397376259
55,49.61782651949158
56,49.59794474273577
57,49.22508031513838
58,47.528570104323784
59,46.41763610117809
60,50.06227186176685
61,49.50662344424439
62,47.69654935603756
63,46.786855956113875
64,49.646027537170156
65,48.347116926939876
66,50.126021557561806
67,50.056357329246254
68,47.94912301374665
69,48.21693447458829
70,47.79521489128204
71,50.93348997687039
72,50.48651601276118
73,49.16469890894137
74,49.03542654681488
75,47.049585127742056
76,48.77010276642146
77,48.95667390569382
78,46.98491750330566
79,50.82591664090695
80,49.59003324755454
81,48.686267958871504
82,47.96963614447843
83,48.41005940367396
84,49.07664238063136
85,47.77799091223819
86,48.85150965903576
87,47.065047481042065
88,48.36979137599299
89,50.3735417689036
90,48.6187978997625
91,49.34086743712227
92,47.30140904610525
93,47.96083751853296
94,47.746719314683716
95,48.05634336763883
96,47.176893276357305
97,46.83121616282898
98,51.883216333925525
99,50.10025702693563
100,48.563923563250185
101,47.92657158555669
102,48.268988199551266
103,48.36818419343672
104,47.73339593667283
105,48.253562106287525
106,49.209447192814096
107,50.41082821998263
108,47.8050337319271
109,49.56302048001446
110,50.23616222231644
111,49.256311994929455
112,49.79061237624319
113,49.394084609240366
114,47.781911827351074
115,48.24557185458018
116,48.37125662435259
117,48.542583354933406
118,50.52737711344812
119,49.09617068292474
120,51.41910285076694
121,49.56064126695029
122,50.37368022754534
123,48.10615401153715
124,47.808892831776944
125,48.7841308233462
126,49.17661276850227
127,49.829330193907424
128,50.078180403152324
129,48.50917306574718
130,48.52657485713891
131,51.56350157048973
132,47.10167160811898
133,49.6799438571333
134,52.15531550772066
135,47.58199589092682
136,46.57234899377797
137,48.052812219850715
138,48.0665977835231
139,46.43695369413152
140,51.078948376006224
141,47.18391807653417
142,52.627918567822796
143,48.380382458134974
144,46.94216748561463
145,46.98603301937568
146,49.79859421294792
147,48.4152912615277
148,50.28146832148185
149,50.54315576605338
150,48.93863949188638
151,46.41939925170578
152,51.68679183375389
153,49.42649042220249
154,47.76410047851902
155,51.78626682624651
156,48.38196185529582
157,49.538338181569614
158,49.370811251907405
159,48.084692062574206
160,49.594293465285126
161,49.62702698774683
162,50.49423284804864
163,48.259637226987266
164,46.64950394810012
165,49.24565150893714
166,49.79435035362957
167,48.913348987613674
168,48.607459401408704
169,48.54462584084877
170,48.37519288152222
171,48.32768702043859
172,49.28550801262003
173,46.619305166153076
174,49.95362949095822
175,49.33835915768386
176,50.43394612203242
177,47.04241453617907
178,47.164362543380534
179,49.34819940118221
180,50.77556931018329
181,50.124023830379244
182,46.79972930814456
183,48.370519467167085
184,49.889799169805926
185,49.78144840331953
186,49.218184772779416
187,50.780555329030555
188,49.841620300207786
189,50.34433146735874
190,47.956942879818264
191,48.91985074834436
192,51.41733819550193
193,50.68184126030486
194,46.66252997346651
195,50.88437157957283
196,47.87386628725736
197,47.7600639995754
198,48.6377733825915
199,50.31016464733668
200,49.39326441360497
201,49.01283971006206
202,54.22614236629813
203,49.946311959346986
204,48.02022666105967
205,48.31127894007151
206,47.83186231710613
207,47.02877658962413
208,49.08839294273409
209,48.72273042428134
210,49.4943834320421
211,47.3423102637673
212,50.341969950056246
213,47.61244062388993
214,51.2446405945419
215,50.41980371333602
216,47.885768627370794
217,48.41929170320134
218,48.91908009402593
219,48.62719584032956
220,46.40432483674162
221,47.5529859289389
222,49.937956528049405
223,49.67244150142373
224,48.096319981438995
225,47.83747964858358
226,50.16862198706724
227,51.125686579967734
228,49.08720478631274
229,50.65589800546744
230,46.85020508630801
231,49.14669249252068
232,49.173048294477276
233,47.631044805942246
234,49.76989286144568
235,48.39570595311696
236,48.692734604218714
237,48.439383207271185
238,48.830577798856645
239,48.66549713115115
240,49.33391769915954
241,50.42582308132329
242,48.20710168260961
243,49.21685767509779
244,48.61327962761496
245,48.9765632950927
246,49.488221910600004
247,48.499840340974245
248,49.04650445472431
249,51.85802024847789
250,48.370780275366194
251,50.32897208420231
252,48.16239045186121
253,47.900272280787924
254,47.249237217174525
255,48.55817243343172
256,48.20212717193368
257,49.409840418403675
258,48.24243617958981
259,49.99800298070809
260,47.354833311432586
261,47.304017888859214
262,47.85103077667803
263,51.24034800603878
264,47.558987024578165
265,48.55823585015631
266,49.02030862126065
267,46.373587566544224
268,51.08895701277281
269,48.92270240233763
270,51.0185997550423
271,51.358981588479494
272,48.886479191424044
273,47.63915453104116
274,48.72339467524934
275,48.607958256555406
276,47.53398214727455
277,46.540158255272424
278,49.74901942166164
279,50.296370888420995
280,48.57347905029698
281,46.552061068983484
282,51.613151389911245
283,47.09919355423129
284,48.296335712397045
285,49.03544466355227
286,50.48546058094239
287,52.27685179196305
288,45.51334050370137
289,49.06904348543184
290,52.18563576645233
291,49.533364534394934
292,47.296243595156156
293,48.11556697301667
294,48.78166774140748
295,47.70658105074324
296,50.0845945964367
297,49.19016746536772
298,48.42347737265888
299,48.70581085298287
300,48.89071844306363
